735500,0.057600001,24
735501,0,24
735502,0,24
735503,0,24
735504,0.0528,24
735505,0,24
735506,0.0168,24
735507,0.033600002,24
735508,1.111199998,24
735509,0,24
735510,0,24
735511,0,24
735512,0.542400001,24
735513,1.656,24
735514,0.0168,24
735515,0,24
735516,0.0168,24
735517,0,24
735518,0.0312,24
735519,0.0168,24
735520,0,24
735521,0,24
735522,0,24
735523,0,24
735524,0,24
735525,0,24
735526,0.326399999,24
735527,1.478400004,24
735528,0.640799999,24
735529,0,24
735530,4.199999996,24
735531,1.341600002,24
735532,0,24
735533,1.761600002,24
735534,0.347999999,24
735535,1.936799999,24
735536,0.0168,24
735537,0.0168,24
735538,0.0168,24
735539,0.204,24
735540,0.0672,24
735541,0,24
735542,0.146399998,24
735543,0.811200001,24
735544,5.1288,24
735545,10.176,24
735546,3.211200003,24
735547,8.529599998,24
735548,1.8384,24
735549,0,24
735550,0.722399997,24
735551,6.720000001,24
735552,0.6288,24
735553,1.235999999,24
735554,0.0168,24
735555,0.0336,24
735556,7.869599998,24
735557,1.737599999,24
735558,7.7208,24
735559,0.0168,24
735560,1.195199999,24
735561,0.595200001,24
735562,1.927200001,24
735563,0.0168,24
735564,1.4328,24
735565,11.93520001,24
735566,0.0168,24
735567,0.564000001,24
735568,5.755200003,24
735569,1.416000003,24
735570,21.8184,24
735571,22.0488,24
735572,22.644,24
735573,21.9696,24
735574,21.3528,24
735575,18.0384,24
735576,11.088,24
735577,18.4464,24
735578,18.7824,24
735579,0.583200001,24
735580,6.470400001,24
735581,14.7864,24
735582,4.7808,24
735583,4.6752,24
735584,15.5928,24
735585,22.7184,24
735586,16.0608,24
735587,0,24
735588,16.2216,24
735589,13.97759999,24
735590,0,24
735591,0,24
735592,7.137600002,24
735593,2.486399998,24
735594,20.712,24
735595,11.1048,24
735596,14.6784,24
735597,17.988,24
735598,9.7968,24
735599,15.0168,24
735600,1.017600001,24
735601,10.8744,24
735602,22.2168,24
735603,9.612,24
735604,7.048799999,24
735605,12.936,24
735606,19.8672,24
735607,8.414399995,24
735608,15.1344,24
735609,13.14719999,24
735610,16.656,24
735611,20.2584,24
735612,12.9648,24
735613,0.0168,24
735614,6.4512,24
735615,4.511999998,24
735616,6.756000001,24
735617,2.841599999,24
735618,10.056,24
735619,9.208800003,24
735620,0.086400001,24
735621,8.599199999,24
735622,7.096800004,24
735623,9.218400001,24
735624,15.1608,24
735625,3.043199999,24
735626,0,24
735627,13.0584,24
735628,1.720799999,24
735629,23.3424,24
735630,19.176,24
735631,19.776,24
735632,19.8936,24
735633,0.880800001,24
735634,0.278399999,24
735635,16.9296,24
735636,19.1184,24
735637,0,24
735638,1.063200002,24
735639,12.36,24
735640,7.5792,24
735641,4.118399998,24
735642,3.5136,24
735643,2.519999998,24
735644,0.064799999,24
735645,0.0168,24
735646,0.0168,24
735647,0.0168,24
735648,0,24
735649,0,24
735650,0.0168,24
735651,3.799200001,24
735652,0,24
735653,0,24
735654,0,24
735655,0,24
735656,0,24
735657,0,24
735658,1.499999997,24
735659,0.0168,24
735660,2.659200001,24
735661,0.0168,24
735662,0.288,24
735663,0.155999998,24
735664,0.050400001,24
735665,0,24
735666,0.0168,24
735667,0.0168,24
735668,0,24
735669,0,24
735670,0,24
735671,0,24
735672,0,24
735673,0,24
735674,0,24
735675,0,24
735676,0,24
735677,0.547200001,24
735678,0.0168,24
